ID,Name,Sex,Sire,Dam,HCM
1058491,Elfe vom Gutspark,F,869604,869605,Normal
1058492,Brunner Aslan,M,1058493,1058494,Normal
1058495,SC Chamberlain Dark Diamond,F,348439,105206,Normal
1058528,Swansearagz Dudley Dante,M,1058529,1058530,Normal
1058609,Halden Coon's Uno,M,747422,845400,Normal
1058666,CH Julie Fowlis van Moya Dorogaya,F,1058667,848816,Normal
1058675,Wandullan's Freska Nova,F,1058676,993738,Normal
1058695,Gemma Amavi,F,945506,945505,Normal
1058705,Ludvigs Simone,F,838800,499806,Normal
1058710,SP SC Knjaze Zlatan DVM,M,862929,873076,Normal
1058711,Knjaze Zenit,M,862929,873076,Normal
1058738,LA SGC Woodpile Muddy Waters of MaineVu,M,208319,853308,Normal
1058746,Elbpfötchen Brownie,M,866664,866665,Equivocal
1058745,Elbpfötchen Abby,F,866664,866663,Normal
1058747,Hawkwind's MacBeth,F,853969,853971,Normal
1058768,Störkanal's Rouvena,F,870735,870736,Normal
1058773,TipsNTails Remy Martin,M,744155,894656,normal
1059653,Anizone Benjir,M,836805,840595,Normal
1059662,Anizone El Presidente,M,880755,880754,Normal
1059693,CH Zimexis General Lee,M,885987,809088,Normal
1059699,Aplu van de Dondergoden,M,821893,815103,Normal
1059698,CH Small Legend's Phantom,M,767187,872771,Normal
1059702,SC Zygot's Maranji,F,836993,755814,Normal
1059704,Lindbergets Lillan,F,329104,866090,normal
1059700,SC Kattskogens Alma,F,847156,864054,Normal
1059701,WC Babdi von Adeloga,M,1101877,1133916,Normal
1059709,NoCatHair Ahon,M,329104,321372,HCM Mild
1059707,Lotus Exige Innocent,M,500012,749972,Equivocal
1059706,Kobold van de Untse Duinen,M,640211,894181,Normal
1059708,Diserna's Cloe Narcisse,F,818560,866077,Normal
1059705,Voila Robert de Niro van Anubis,M,1059706,965808,Normal
1059711,Baby Rah Minga,F,1059712,1059713,Normal
1059710,Lotus Exige Paradise,F,500012,818561,Normal
1059719,Astrums Liza Jane,F,1059720,832920,Normal
1059723,CH von Satara Santana of Astrums,M,1059724,1059725,Normal
1060693,Astrums Tiff,M,832951,832922,Normal
1060694,Silverglam Shaitan,M,1060695,751660,Normal
1060698,Leospride My Best Buddy Mr Magoo,M,1060699,1060700,Normal
1060696,Wildbengals Lolita,F,949819,1060697,Normal
1060701,Leopardettes Ivanhoe Leo,M,835549,1060702,Normal
1060703,IC Leopardettes Xclusive Envy,F,349521,872656,Normal
1060704,Zallycatz Samba of Bengalglamour,F,885742,1060705,HCM Mild
1060706,Kanpur Spirit of Bengalglamour,M,1060707,885744,Normal
1060708,Kanpur Classy,M,1060709,1060710,Normal
1060729,Leopardettes Duchess Diamante,F,769849,645922,Normal
1060731,Spots'n'dots' White Lady,F,966130,1060732,Normal
1060733,CH Glitterglam Perfect Stranger,M,1060734,1060735,Normal
1060730,Leopardettes Doreen Defender,F,769849,645922,Normal
1060737,Alkumetsän Helmi,F,1060738,1060739,Normal
1060736,Spots'n'dots' Fallen Angel,F,966130,1060732,Normal
1060742,CH Bindi Bengals Just Enjoy Me,M,1060743,1060744,Normal
1060743,Summerside Clear Starry Night,M,1130329,805828,HCM Mild
1060744,Bindi Bengals Rosetta,F,984264,984265,Normal
1060741,SC Benga Fauno In Bosco,M,855725,949835,Normal
1060740,Junglespirit Oia Queen,F,814249,814230,Normal
1060745,CH JungleTabby's Sweet Poison,F,953117,1060746,Normal
1060772,Silverspirit's Jade,F,949831,855714,Normal
1060798,CH Räserråttan's Gunda,F,831819,842642,Normal
1060834,Arkepilags Kattja,F,631962,742766,Normal
1060835,Taildragger Interceptor,F,814119,808170,Normal
1060846,Yeoman Quan Quanby,M,964814,623841,Normal
1060857,My Twigg's Rosa Pantern-Van,M,805651,821296,Normal
1060862,My Twigg's Qashqai-Van,F,805651,849036,HCM Moderate
1060872,Kvasikatten's Piob,F,787168,843374,Normal
1060870,Kvasikatten's Roisin,F,787168,843374,Normal
1060884,Senga's Blossom Brown Betty,F,879477,859586,Normal
1060882,Ullgarnets Enya,F,634494,1060883,Normal
1060908,Wandullan's Fairy Belle,F,1058676,993738,Normal
1060918,Barbie Dolls DeeDee,F,994522,1060919,Normal
1060961,Justcoons E'Tou,F,994419,1060962,Normal
1060969,Moon Kewa's Ciara Bratz,F,843758,844241,Normal
1060977,TipiMauwgli's Amazing Yada,F,1060975,888569,Normal
1061004,A Dahl Cat Miss White,F,643730,643732,Normal
1061018,Litlamin's Izor,M,1061016,948144,Normal
1061016,Wihlthos JaSon,M,807186,807210,Normal
1061015,Litlamin's Elektra,F,1061016,948144,Normal
1061023,Marric's Ina the Golino,F,813601,880729,Normal
1061052,Guimauve des Lynx du Maine,F,213165,1061050,Normal
1061050,F'Santine de Chaela,F,722510,1061051,Normal
1061188,Hopeahännän Päivänsäde,F,831647,782946,Normal
1061185,GIC Hopeahännän Tornado,M,831647,782946,Normal
1061194,IC Nattjaktens Zinfandel,M,815996,946949,Normal
1061199,SC Kronängens Ronald Weasly,M,890892,855929,Normal
1061202,Kronängens Bellatrix Lestrange,F,890892,855929,Normal
1061201,Kronängens Luna Lovegood,F,890892,855929,Normal
1061207,IC Thanning's Enya,F,811386,849959,Normal
1061206,Zalethco's Qui Qui,F,757943,757942,Normal
1061246,AquilliCoon Angel,F,795321,814440,Normal
1061312,SC Laxforsens Supernova of Lince's,F,782644,748519,Normal
1061314,Laxforsens Golden Champion Cooper,M,782644,748519,Normal
1061315,CarilloCat Dream 'O Gold,F,804216,1061364,Normal
1061391,CH Gibson de l'Ulyssiade,M,952483,967191,Normal
1061392,Gianadda de l'Ulyssiade,F,953652,967190,Normal
1061409,CH TEMPERA Stashkot,F,945506,948666,Normal
1061410,Pesta od Królowych,F,173692,756722,Normal
1061411,GIC Poldie von der Sperlingshohe,M,1061412,1061413,Normal
1061415,IC Rossity Everest,M,831987,642676,Normal
1061428,CH Auchentoshan Sissi,F,853960,853965,Normal
1061429,GIP IC LovelyLife Biisi Banjo,F,750329,870712,Normal
1061482,Dayka from Mountain of Love,F,642958,515557,Normal
1061500,Padme of Semper-Fidelis,F,1061501,830587,Normal
1061631,Van de Tonnekamp's Kyra-Olivia,F,1061632,1061633,Normal
1061635,CountryCat's Macho Man,M,1060761,1060762,Normal
1061746,German Forrest Gandalf,M,814446,821181,HCM Severe
1061782,Gisi of Duck Mountains,F,1151287,1151288,Normal
1061784,A Delightful Cat Silver Unique,F,1256335,979355,Normal
1061783,Pebbles de Blitzer,F,900641,931106,Normal
1061781,Romose's Stjerne,F,947656,934703,Normal
1061788,Diamond-Pro Simon,M,1183452,1183453,Normal
1061786,Profelis Izabelle,F,935535,928318,Normal
1061789,Cult Cats Trinity,,,,Normal
1061785,Vendancy van Didero,M,925815,932576,Normal
1061790,Dear Dream of Podo Cats,,,,Normal
1061791,Kiss me von Macola 13,F,907580,1202431,Normal
1061792,No Limit XXL Delissimo,M,905862,939637,Normal
1061793,Mooncats Incredible Master,M,949629,979552,Normal
1061798,Quandido Dulci's Queen Lilly Astra,,,,Normal
1061796,Imko van het Boeskooltje,M,,,Normal
1061797,Zaina Kyra Lambirz,,,,Normal
1061799,Crumble of Phoenix,F,920409,913577,Normal
1061800,Demoiselle van de Nekker,F,905310,1256547,Normal
1061803,Black Jack de la Blue Marquise,M,906295,979318,Normal
1061802,Raya van de Nekker,,,,Normal
1061804,Nala van't Poezenhof,,,,Normal
1061801,Anubis of the Little Blues,,,,Normal
1061806,Dior vom Lilienzauber,,,,Normal
1061808,Dakota de la Vallée du Lys,,,,Normal
1061805,CH Miuchi de Maneki Neko,F,922081,1137117,Normal
1061807,Feroesti's Kiké,,,,Normal
1061809,Henry (DOB 2010-09-26),M,,,normal
1061814,Eager Elmo van Huize Bokkepoot,M,932182,1080733,HCM Mild
1061810,Diva von Landstein,,,,Normal
1061812,Godiva Van Den Uil,F,911765,951271,Equivocal
1061813,Golden Vanya van Eldsieck,F,1247139,922138,Normal
1061811,Silvercats Dyson,M,1344466,1080724,HCM Severe
1061818,Something Black van de Nekker,,,,Normal
1061819,CH Fussili de la Vallée du Lys,M,1172736,980712,Normal
1061815,Feroesti's Noesy,,,,Normal
1061816,Belle Piratinos,F,,,Normal
1061817,GEC Sweet Muffin van de Nekker,M,979429,981812,Normal
1061824,Layka Nicecats,,,,Normal
1061820,Eragon's Sandokan of Golden Flame,,,,Normal
1061821,L.J. van Norashtin,M,906307,901915,Normal
1061823,Utah Desperado,,,,Normal
1061822,Old Possum's U-Turn,,,,Normal
1061825,Trixie van de Leibeekhoeve,F,,,Normal
1061826,Belle Kenobi,F,919821,1176351,Normal
1061827,Deromy's Destiny,F,911889,1209396,Normal
1061831,Lady Like Joker,M,1209397,1209398,Normal
1061833,Lisebackes Daisy,F,923378,928672,Normal
1061832,Charlie van Brandevoort,M,932182,925605,Normal
1061839,Debonair Silver Tanita,,,,Normal
1061835,IP,F,1061836,1061837,Normal
1061840,Debonair Silver Harmony,,,,Normal
1061841,Bounty of Eastforest,,,,Normal
1061842,Adacta Dream Come True,F,908640,1061843,Normal
1061844,Skattekattens Obella Caramella,F,907894,924952,Normal
1061846,Billfeldt's Maggie Mango,F,929386,906574,Normal
1061847,Emmanuel (M #2),M,901773,945543,Normal
1061848,CH Brembo Strawberry Fields Forever,F,908409,908434,Normal
1061845,Sagohöjdens Astrid,F,927407,937094,Normal
1061849,Lumoha's Oriana-Mira,F,921539,1081478,Normal
1061850,Baierbach Bärchen's Bibi Blocksbug,F,,,Normal
1061851,Leo of Horatio,M,,,Normal
1061854,Gryffindors Golden Hazel,F,922581,922181,Normal
1061853,CH Harry Big Puss Crazy blue,M,1319775,1325760,Normal
1061852,GIC Sissi vom blauen Britenhaus,F,913132,1090478,Normal
1061859,Quivivy of Olly's Nest,M,921159,924382,Normal
1061855,Gryffindors Point Io,F,922581,933807,Normal
1061856,Doutzen,F,911765,1081457,Normal
1061858,Pearlymoon's Dumpling,F,935540,934056,Normal
1061857,Pearlymoon's Daiqiri,F,935540,934056,Normal
1061863,Anaïs-Anaïs Della Casa Di Russo,,,,Normal
1061862,Jolina di Graziella,F,,,Normal
1061864,Esperanca v. Kugelberg,F,920919,1081458,Normal
1061860,Jessy van het Blauwe Mandje,F,911042,900137,Normal
1061861,Smuggler Pomona Sprout,F,929688,938816,Normal
1061869,CH Yasper vom Kinzigtal,M,928396,922800,Normal
1061865,Sabrina's Gesine,F,915606,928394,Normal
1061872,Valentina von Baumberg,F,904021,953956,Normal
1061870,Seirika's Dakota Woman,F,903089,937823,Normal
1061874,Yuki v Flöthbach,F,1081459,1081460,Normal
1061873,Billfeldt's Mumbo Jumbo,M,929386,939767,HCM Mild
1061871,Stilkats Gobo,M,902789,939271,Equivocal
1061876,Laguna Della Sorpresa Blu,F,1062060,1079496,Normal
1061878,Evita van Stebergh,,,,Normal
1061879,IC Charlotte-Josefien van SteBregh,F,909694,928119,Normal
1061875,Bernadette von der Michaelsbasilika,F,907305,942851,Normal
1061881,Lundgaard's Cinnamon Håb,F,904433,907957,Normal
1061880,CH Casa de Lino Bijoux,F,921738,1061879,Normal
1061885,Dalton af Minta,M,911797,896453,Normal
1061888,Azucar Cat's Jack Daniels,M,940292,903408,Normal
1061887,Kentuckygårdens Caol Ila,F,952925,952922,Normal
1061899,Hille Polish Prestige,F,636943,410317,Normal
1061895,Cosmopolitan's Bikini,F,914262,914265,Normal
1061897,Cosmopolitan's La Moda Dubai,F,914258,1061900,Normal
1061898,Dina Happysib,F,945506,1061118,Normal
1061903,Gryphonsong's Lyonesse,F,1061894,1061895,Normal
1061909,Beachhill's Olga,F,934639,904996,Equivocal
1061907,Lantzelis Angelique,F,908985,900000,Normal
1061908,Fée von der Rosenallee,F,1317857,1317858,Normal
1061906,Djursviks Fancy,F,908822,916741,Normal
1061911,Cult Cats Starlight,F,1102415,1102416,Normal
1061912,Silver Enrico van Nipigon,M,965131,965136,Normal
1061910,Bogekatten's Young Girl,F,907894,907895,Normal
1061926,Pirot Dutch Kashmir,F,908409,911888,Normal
1061936,Pirot Dane Ivy,F,942732,918805,Normal
1061966,Tenfold Balou of Rose's Lovely,M,406789,198000,Normal
1061974,Barrier Castle's Paulina,F,821337,1110622,Normal
1061983,Magic Lake Sheena,F,853269,753010,Normal
1061982,Magic Lake Shoshoni,F,853269,801050,Normal
1062037,Lionmaine Chippendale of McCoonie,M,865521,1062038,Normal
1062045,Druidenhain Charly,M,956787,956788,Normal
1062083,CH Oxnökatten Asta,F,908532,908531,Normal
1062108,Noblesse Bleue D'Oaxaca,F,1062109,920251,Normal
1062127,Simbatau Rozy,F,881194,813703,Normal
1062139,W.CH RagZaffiri Kenzo,M,853880,1062137,Normal
1062149,Sibsukan Best Surprise Ever,F,183053,164651,Normal
1062154,Neva's Legend Seliger,M,986515,1062152,Normal
1062231,Cheesericas Lova,F,881123,822292,Normal
1062245,Ynouie vom Arlesbrunnen,F,747096,777445,normal
1062246,CH Goo Goo Dolls du Clos de Cachadar,F,830461,1062245,Normal
1062247,SC Fan Di Fendi du Clos de Cachadar,M,515799,953303,Normal
1062376,CH Amur,M,1062373,1062375,Normal
1062377,Amante's Serenata,F,776164,945946,Normal
1062406,Mirkulan Marie,F,867245,793619,Normal
1062417,Quiroga Jakobusland,F,277350,957519,Normal
1062418,GIC Geirrod de l'Eperon,M,952573,877291,Normal
1062416,SP Draconian TwilightInnocence,F,118688,840267,Normal
1062443,GIP GIC Toonscat's Halo Kitty,F,818284,641748,Normal
1062445,Toonscat's Hollywood,F,818284,641748,HCM Mild
1062446,SC Toonscat's Holiday,M,818284,641748,Normal
1062531,Tiamint Bucaneve,F,805143,803806,Normal
1062541,Gardemarin Urkis of Meldgaards,M,1062539,1062540,normal
1062582,Mazaj Urkis of Meldgaards,M,1062539,1062581,normal
1062617,WCH Spirit of New Heaven's Pascha,M,516104,866044,Normal
1062618,Min Lilla Bonneville,F,855439,779380,Normal
1062661,Lince's Siringa di Sessans,F,872537,748413,Normal
1062662,Lince's Giacinto di Sessans,M,872537,748413,Normal
1062671,Amurin Abigail,F,949863,320639,Normal
1062672,GIC Amurin Andreas,M,949863,320639,Normal
1062699,Merridancers Ghost,M,1062700,1062701,Normal
1062719,Chowit'z Hero,M,913169,927420,Normal
1062768,Burrsvansen's Bianca,F,879477,724638,Normal
1062775,Zaribs Salix Cezarovich,M,868700,868695,Normal
1062809,Tomiss YouSee,F,861489,817661,Normal
1062820,Gimmie's Chubby Cheeks,M,937749,921688,Normal
1062823,Special Cats Pontus,M,927519,939055,Normal
1062834,Cherrytail's Kalimera,F,800626,837849,Normal
1062854,Rinacci's Prince of Wales,M,932560,937921,Normal
1062874,Ylletrollets Sylvester,M,800912,869531,Normal
1062877,Ylletrollets Fina,F,800912,869531,Normal
1063190,Just Catnap's Riverpaw,M,339580,834558,Normal
1063300,GIC Dream-World's Turbulence,F,747082,1063295,Normal
1063431,Heinuntuvan Hermanni,M,771202,830468,Normal
1063464,SC Tähtitassun Victoria,F,834590,775232,Normal
1063561,Nordskjæret's Darius,M,849160,885509,Normal
1063661,Filou von Burgfrieden,M,973628,1062484,Normal
1063674,IC Crazy Tigers Hugo,M,871612,871643,Normal
1063709,TipsNTails Robin Hood,M,744155,894656,Normal
1063710,Shalimar Silvi-Cola,F,869013,865354,Normal
1063711,Kimatheo Silvi-Cola,M,773526,986690,Normal
1063897,Givhatol Xenea,F,269018,1063898,Normal
1063915,Wael Katango,M,910731,942884,Normal
1063919,Pole Position of Beauty Wizards,M,852471,788166,Normal
1063923,Humble's Hollywood,F,184285,509869,Normal
1063920,Beyrouth Lexus,M,1063921,1063922,Normal
1063929,Rosalie of Chamberlain,F,863305,861888,Normal
1063926,Catdancer MC Colany,M,833847,1063927,Normal
1063928,MagdeburgTigers Violet,F,866959,634957,Normal
1063931,Thazz Curtizan,M,845363,894039,Equivocal
1063933,Vitterstorm Pina Colada,F,807627,1063934,Normal
1063932,IsaRos Lynx King of Hearts,M,833381,629003,Normal
1063939,Ladejarlen Shenzi,F,795716,967487,Normal
1063935,Rumpkullan's Diesel,M,818045,746600,Normal
1063942,Starbushway B-Bango,M,870760,887449,Other Diagnosis
1063941,Ruffle's Sympathy for the Devil,M,520760,837485,Normal
1063940,Ljuvliga*s Nala,F,783051,781347,Normal
1063969,ErsRexellent Händiga Hanna,F,887968,881025,Normal
1063971,FunkyJam's Inquisitor,M,949023,830701,Normal
1064038,Pillowtalk's Simba,M,962928,888494,Normal
1064039,Stout-hearted Fiona,F,769339,837899,Normal
1064040,East Aurora's My oh My,F,748983,987638,Normal
1064041,East Aurora's Okey Cokey,M,748983,987638,Normal
1064084,Lillybelle Princesse of Mystery of Indian Summers,F,,,Normal
1064110,Georgia du Pays Angoumois,F,794298,971069,Normal
1064118,Waldemaine Ruby,F,1064119,1064120,Normal
1064123,GIP & IC Chimär's Xenia,F,862876,818348,Normal
1064163,Erica Volzhskaya Krasa,F,218736,1064164,Normal
1064182,Tomintoul's Proud Quinta Kate,F,863391,1064183,Normal
1064303,Lykken's Cassiopeia,F,946831,637034,Normal
1064327,IC Safiren's Champagne darling Cristal,F,818566,795304,Normal
1064330,Safiren's Delicate Dellis hortensis,F,855866,833971,Normal
1068250,Soleados Ameelia,F,834148,860103,Normal
1068423,CH Baie des Amours Thorisson,M,988343,988344,Normal
1068788,Esme von der Hassler Linde,F,1068789,1068790,Normal
1068840,IC Cream Jared vom Aradosee,M,955968,955647,Normal
1068885,Royal Spots Diotima,F,892426,814240,Normal
1068891,ZZ Ziemlich Zügig aus der Mondburg,M,1068892,1068893,Equivocal
1068894,Honey von Hunady,M,1068898,1068899,Normal
1068910,CH Mae vom Mühleneck,F,1068911,1068912,Normal
1068956,Ragmagic Mia Bella,F,841555,1068957,Normal
1068955,Zazou van Didero,F,942892,922603,Normal
1069043,GIC Not For Anybody van M&M,M,916977,921833,Normal
1069044,Pippa van M&M,F,917454,953197,normal
1069048,Gem Kazuki du Clan des Otori,M,968896,954147,Normal
1069049,Gem Naoshima du Clan des Otori,F,968896,841610,Normal
1069050,Gioya du Clan des Otori,F,968896,954147,Normal
1069053,Clandestino Fantomas,M,847508,847511,HCM
1069054,Clandestino Farandole,F,847508,847511,Normal
1069052,Clandestino Falballa,F,847508,847511,Normal
1069057,Clandestino Frosties,M,847508,847511,Other Diagnosis
1069055,Clandestino Fauzyas,F,847508,847511,Other Diagnosis
1069337,Phixius Star Geisha,F,817235,796497,Normal
1069354,Phixius Star Gin Fizz,F,645037,505115,Normal
1069559,Junglepurrz Mon Chéri Paris,F,966150,970683,Normal
1069562,Huissin Pinsiön Paroni,M,865975,756447,Normal
1069563,Creolo Eeva Longoria,F,749024,362717,Normal
1069564,Änglatassen's Valentin,M,803320,820732,Normal
1069568,Graeftenhof Louisiana Glamour,F,795940,764966,Normal
1069569,White Rock's Najah,F,841599,501877,Normal
1069565,Rayan Faricoon,M,1069566,854365,Normal
1069578,Wilma von den Sirenen,F,806764,763065,Normal
1069577,Vroni von den Sirenen,F,806764,974287,Normal
1069579,Tiziana-Ti-Amo von den Sirenen,F,806764,842873,Normal
1069576,IC CarilloCat MarZipan,F,835800,947030,Normal
1069581,Jalo,M,,,mild
1069580,Waikiki von den Sirenen,F,806764,763065,Normal
1069583,Talvivaaran Delenn,F,721201,863423,Normal
1069582,Starsky's Dorado,F,831372,808930,Normal
1069602,SleepyHollow Bette Davis Eyes,F,869585,848525,Normal
1069607,Black Arabians Alysha,F,991666,1069608,Normal
1069609,Älvnäs Nishka Ritva,F,832835,811715,Normal
1069679,Stout-hearted Flowerbelle,F,769339,837899,Normal
1069739,Madepi-Coon's Leonello of Abesh,M,982067,989097,Normal
1069748,Balladin Päivänkehrä,F,949863,885514,Normal
1069753,Atoll's Askina,F,865349,722748,Normal
1069751,Balladin Pikku Karhu,M,949863,885514,Normal
1069755,Atoll's Adina,F,865349,722748,Normal
1069764,Amazing Dollz Wonderful Winner,M,1069765,1069766,Normal
1069788,Alsciaukat Guess,F,882453,501581,Normal
1069873,Minh Geisha's Nelly,F,833979,964980,Normal
1069888,GIC Delia vom Zarenpalast,F,1069889,814406,Normal
1069890,Malådalen's Idun,F,886272,976853,Normal
1069900,Tatze am Baerenbach,M,820741,951003,Normal
1069912,Capriole v. Ritterclan,F,770111,878220,Normal
1069911,Krusmons Zenato,M,624895,641717,Normal
1069914,GIC Fursterikets Bobby Brown,M,948139,954518,Normal
1069919,Tazzamore's Timotej,M,979635,1069920,Normal
1069920,Tazzamore's Michelle,F,926692,908995,Normal
1069922,Amberly v. Femund,F,1069923,890290,normal
1069921,CH Elektra v. Ritterclan,F,850330,870313,Normal
1069928,Felicia du Royaume de Talmanis,F,778800,894868,Normal
1069944,Antigerio's Quite a Lady,F,933295,965651,Normal
1070215,Tselios-Oblomov Fialka of Meldgaards,M,1070214,796589,normal
1070259,Tallkottens Annies Angel of Harlem,F,881123,808105,Normal
1070264,Zjillas Elanor,F,775002,764558,Normal
1070265,Zjillas Ellerina,F,775002,764558,Normal
1070272,Paviljongen's Jonna Jamaica,F,886260,879466,Normal
1070271,Paviljongen's Jackson,M,886260,879466,Normal
1070301,Claricats Fideli,F,1062648,1062647,Normal
1070408,Amerrykoon Carmen,F,771777,1070409,Normal
1070410,Amerrykoon Jasmine,F,1070411,1070412,Normal
1070417,Amerrykoon Berlioz,M,969558,1070418,Normal
1070603,LeatherAndLace Grace Adler,F,794800,354544,Normal
1070607,Dioniek Ocean Dream,F,863495,855484,Normal
1070740,Close To You Princess,F,959423,836360,Normal
1070979,Kiwano's Can nella,F,967130,767808,Normal
1070975,Bale Fee vom Enzenberg,F,967129,947670,Normal
1070978,Kiwano's Can Dela,F,967130,767808,Normal
1070982,Clear-Ocean Kooky,F,1070985,1070986,Normal
1070980,Silent Shadows Cherry Coke,F,1070981,1070982,Normal
1070981,Duch Nocy Yukon,M,1070983,1070984,Normal
1071121,CH Lofvens Bella Be In Love,F,832225,872768,Normal
1071187,DonTomaso's Queen,F,882551,977536,Normal
1071189,DonTomaso's Quintessa,F,882551,977536,Normal
1071254,Liliana An Gleann,F,1071255,1071256,Normal
1071260,IC Isgården's Emmett,M,816026,374433,Normal
1071269,Amando vom Lengeder Seilbahnberg,M,964621,964622,Normal
1071270,Amelie vom Lengeder Seilbahnberg,F,964621,964622,Normal
1071274,Belminis Nostalgie,F,1071275,1071276,Normal
1071315,Hedwig,F,894907,813105,Normal
1071322,Kenya Lion Silverbastis,F,962596,1069574,Normal
1071681,Ragadonis Heidi,F,953771,953770,Normal
1071682,Bebble's Doll Beyoncé,F,1071683,879941,Other Diagnosis
1071727,RagGorgeous MacIntosch Spice,M,856269,641983,Normal
1071900,CH Os Santos Anjos Cleo,F,266932,957482,Normal
1071910,Blue Sky from Sham,M,932452,982446,Normal
1071915,Gaylin van Didero,F,978093,976897,Normal
1071928,Country Dream's Esme,F,515777,757545,Normal
1071929,GIC Frostnattens Blue Coon,M,1071930,1071931,Normal
1071931,Arctic Coon's La Dolce Vita,F,812201,1337999,Normal
1071934,Exceptionella's Blue Mist,M,117047,781931,Equivocal
1072003,Lucky Factor's Cassandra Grace,M,105465,408611,Normal
1072093,Candy Dolls Vanilla Chocolate Chip,M,854567,781805,Normal
1072098,Hunstadmoen's Enya Elise,F,986286,865660,Normal
1072140,IP & IC,F,636959,636970,Normal
1072152,Alvekatten's Hugo,M,1072153,949387,Normal
1072167,Vanya van Di-Anthés,F,968596,1072168,Normal
1072221,Dewina's Sven Duva,M,951069,635002,Normal
1072229,Krasivajas Blue Moon Head,M,887645,813577,Normal
1072257,Fifilur Enjoyable Gill,F,1072258,1071596,Normal
1072871,Machmellows Sommar,F,818868,375880,Normal
1073079,IP & SC Vintti-Katin Birlikka,F,866230,855032,Normal
1073116,Villagecoon Supernatural,F,1073115,750636,Normal
1073119,Villagecoon Rebel-Rebel,F,750640,1073120,Normal
1073122,Honeybee Rita Haywort,F,1073123,1073124,Normal
1073191,GIC Harmony aus dem Wuselland,F,141502,181797,Normal
1073202,Gräddhyllans Hera,F,881732,882619,Normal
1073273,Daytona from Roma's Choice,F,906630,1073274,Normal
1073327,Eketorps Zonia,F,757965,782436,Normal
1073329,LoveOnDelivery Mick's Angie,F,768540,768539,Normal
1073326,IC Wanderduene Vossy,M,888432,992594,Normal
1073328,Tallkottens Milton af Isidor,M,819405,870873,Normal
1073331,Sky high's Izabella,F,849393,764212,Normal
1073332,LoveOnDelivery Danny Boy,M,794450,340881,Normal
1073334,Raggledazzle's Joshua of Riverdolls,M,520082,1073335,Normal
1073333,Bredegården's Silver of Scuzzie,M,801721,225445,Normal
1073341,CH Godfrid de Love Woods,M,1073342,1073343,Normal
1073345,Bibi van't Kootershofje,F,985257,1073346,Normal
1073384,Noynarock Albert,M,1073385,1073386,Normal
1073388,Noynarock Melchior,M,963082,963083,Normal
1073389,Noynarock Polaris,M,1073390,1073391,Normal
1073566,SC Ruby av Härjedalen,F,645120,835307,Normal
1073935,Zoot'z Victorias Secrets,F,987136,213497,Normal
1073941,Weminas Pollux,F,949047,630214,Normal
1073946,Rexlicious Java,F,987136,980853,Normal
1073958,TipTop Maine Rowtag,M,842639,831461,Normal
1073959,FIFE/CFA CH Dotcom Brumas,M,1073960,1073961,Normal
1073955,Rexlicious Bugg,F,987136,632372,Normal
1073962,Mabalakat Iced Diamond,F,814094,979729,Normal
1073964,Bailalas One Dream,F,838697,1073965,Normal
1073974,CH Birmastans Hemma hos Julia,F,768372,857005,Normal
1073975,Birmastans Kalle på Spången,M,768372,857005,Normal
1074127,IC Alfonso-Lewis vom Wunderstern,M,807995,1074128,Normal
1074129,Højmarken's Nea Nidelvvassdraget,F,793556,817659,Normal
1074130,Højmarken's Feli Filu,F,793556,634419,Normal
1074131,CH Nosgosa's Ballerina,F,787436,979851,Normal
1074148,Højmarken's Acaraja,F,860271,634419,Normal
1074149,GIP SC Räserråttan's Greta,F,831819,842642,Normal
1074150,NW GIC Elvdal's Ra-Ma-Zotti,M,788355,887328,Normal
1074151,Fyra Vindars Zephyr,F,1074152,1074153,Normal
1074154,SC Fyra Vindars Monzun,M,1074152,1074153,Normal
1074156,Odina des Armillaires,F,849964,1074157,Normal
1074155,Pakwa Av Svalbard,F,501466,1074156,Normal
1074158,Cetsuko de Maneki Neko,M,158327,1074159,Normal
1074168,Oberwalls Akira,F,991089,1074169,Normal
1074171,CoonielandEden's Kweenie,F,798637,988867,Normal
1074198,CH Rumpkullan's Enzo,M,880469,367349,Normal
1074217,CH Madita av Jostedalsbreen,F,831667,830989,Normal
1074273,Cleopatra v. Ruwenda,F,752582,885215,Normal
1074315,Miki Sanukis Mazzel Tov,M,861314,869106,Normal
1074338,Woodstock Brown boy Knut,M,102311,1074339,Normal
1074340,Carna's Tassel Beda,F,1074341,1074342,Normal
1074343,Chaplin's Xandrina,F,1074344,388046,Normal
1074346,Chaplin's Aimee,F,1074344,1074345,Normal
1074348,Raus Höjden's Hope & Glory,F,875739,772734,Normal
1074347,CH Skogshöjdens Nanok Blue,M,769197,503718,Normal
1074349,Art Nouveau's Cheer,F,396649,205824,Normal
1074345,Sophie v. Iltisweg,F,143630,880764,Normal
1074350,Raus Höjden's Linus,M,1074363,853685,Normal
1074364,Barsbros Tovfee,F,831728,861335,Normal
1074366,Bonfamille's Qountess of Marhai,F,797877,791877,Normal
1074365,Melbyanos Chanel,F,794358,831723,Normal
1074367,CH Qutie Pie's Joyful Juliette,F,842348,220783,Normal
1074373,CH Minh Geisha's Noah,M,833979,964980,Normal
1074371,Zemlan's Gilbert Gullefjun,M,847423,520674,Normal
1074426,Adonis of Goodclaw's,M,870756,870759,Normal
1074427,Candycoon's Eyes Wide Open,F,1074428,1074429,Normal
1074432,Ramsekattens Thutmosis,M,750739,949603,Normal
